season,game_date,game_type,team_1,team_1_score,team_1_advantage,team_2,team_2_score,team_2_advantage,overtime,location
2025,2024-11-04,R,Bucknell,85,-1,Delaware,73,1,null,null
2025,2024-11-04,R,Oregon,91,1,UC Riverside,76,-1,null,null
2025,2024-11-04,R,Georgia Southern,80,1,Northern Illinois,65,-1,null,null
2025,2024-11-04,R,Southern Miss,77,1,Bowling Green,68,-1,null,null
2025,2024-11-04,R,UC Irvine,82,1,Chapman,52,-1,null,null
2025,2024-11-04,R,Montana,92,1,Hawaii Hilo,61,-1,null,null
2025,2024-11-04,R,Arkansas State,80,1,Akron,75,-1,1,null
2025,2024-11-04,R,Tulsa,82,1,NE Oklahoma,68,-1,null,null
2025,2024-11-04,R,Utah Valley,92,1,Western St CO,57,-1,null,null
2025,2024-11-04,R,Loyola Marymount,99,1,Life Pacific,56,-1,null,null
2025,2024-11-04,R,Stephen F. Austin,85,1,Dallas Univ,51,-1,null,null
2025,2024-11-04,R,Gonzaga,101,1,Baylor,63,-1,null,null
2025,2024-11-04,R,Hofstra,89,1,Old Westbury,62,-1,null,null
2025,2024-11-04,R,SIU Edwardsville,95,1,Westminster MO,42,-1,null,null
2025,2024-11-04,R,St. Thomas-Minnesota,96,1,N Central MN,71,-1,null,null
2025,2024-11-04,R,IU Indianapolis,100,1,IUPUC,44,-1,null,null
2025,2024-11-04,R,Eastern Kentucky,98,1,Alice Lloyd,69,-1,null,null
2025,2024-11-04,R,Pacific,92,1,Wm Jessup,65,-1,null,null
2025,2024-11-04,R,Drake,93,1,York NE,41,-1,null,null
2025,2024-11-04,R,Arizona,93,1,Canisius,64,-1,null,null
2025,2024-11-04,R,Boston College,69,1,The Citadel,60,-1,null,null
2025,2024-11-04,R,Butler,72,1,Missouri State,65,-1,null,null
2025,2024-11-04,R,Colorado,76,1,Eastern Washington,56,-1,null,null
2025,2024-11-04,R,Duke,96,1,Maine,62,-1,null,null
2025,2024-11-04,R,Lipscomb,77,-1,Duquesne,72,1,null,null
2025,2024-11-04,R,Houston,97,1,Jackson State,40,-1,null,null
2025,2024-11-04,R,Illinois,112,1,Eastern Illinois,67,-1,null,null
2025,2024-11-04,R,Iowa State,83,1,Mississippi Valley State,44,-1,null,null
2025,2024-11-04,R,Kansas,87,1,Howard,57,-1,null,null
2025,2024-11-04,R,La Salle,65,1,American University,52,-1,null,null
2025,2024-11-04,R,Louisville,93,1,Morehead State,45,-1,null,null
2025,2024-11-04,R,Maryland,79,1,Manhattan,49,-1,null,null
2025,2024-11-04,R,Michigan,101,1,Cleveland State,53,-1,null,null
2025,2024-11-04,R,Nebraska,87,1,UT Rio Grande Valley,67,-1,null,null
2025,2024-11-04,R,Niagara,100,1,Houghton,65,-1,null,null
2025,2024-11-04,R,North Carolina,90,1,Elon,76,-1,null,null
2025,2024-11-04,R,Purdue,90,1,TAM C. Christi,73,-1,null,null
2025,2024-11-04,R,St Joseph's PA,70,1,Navy,63,-1,null,null
2025,2024-11-04,R,SMU,96,1,Tarleton State,62,-1,null,null
2025,2024-11-04,R,North Florida,74,-1,South Carolina,71,1,null,null
2025,2024-11-04,R,Syracuse,86,1,Le Moyne,82,-1,null,null
2025,2024-11-04,R,TCU,105,1,Florida A&M,59,-1,null,null
2025,2024-11-04,R,UCLA,85,1,Rider,50,-1,null,null
2025,2024-11-04,R,VCU,84,1,Bellarmine,65,-1,null,null
2025,2024-11-04,R,Virginia Tech,83,1,Delaware State,60,-1,null,null
2025,2024-11-04,R,Wake Forest,64,1,Coppin State,49,-1,null,null
2025,2024-11-04,R,West Virginia,87,1,Robert Morris,59,-1,null,null
2025,2024-11-04,R,Clemson,91,1,Charleston Southern,64,-1,null,null
2025,2024-11-04,R,Princeton,81,1,Iona,80,-1,null,null
2025,2024-11-04,R,Queens NC,90,1,Lynchburg,39,-1,null,null
2025,2024-11-04,R,Stetson,94,1,New College FL,75,-1,null,null
2025,2024-11-04,R,North Alabama,73,-1,Air Force,57,1,null,null
2025,2024-11-04,R,Long Beach State,93,1,La Verne,48,-1,null,null
2025,2024-11-04,R,Little Rock,84,1,Ark Baptist,64,-1,null,null
2025,2024-11-04,R,Houston Christian,86,1,Avila,59,-1,null,null
2025,2024-11-04,R,Murray State,113,1,Bethel TN,37,-1,null,null
2025,2024-11-04,R,Furman,104,1,Columbia Intl,46,-1,null,null
2025,2024-11-04,R,Detroit Mercy,91,1,Cleary,52,-1,null,null
2025,2024-11-04,R,Tennessee State,96,1,Fisk,66,-1,null,null
2025,2024-11-04,R,Tulane,76,1,Louisiana Chr,42,-1,null,null
2025,2024-11-04,R,Louisiana Tech,77,1,LSU-Alexandria,50,-1,null,null
2025,2024-11-04,R,South Carolina State,137,1,Morris SC,55,-1,null,null
2025,2024-11-04,R,Lamar,113,1,Paul Quinn,42,-1,null,null
2025,2024-11-04,R,Grambling,92,1,Southern N.O.,42,-1,null,null
2025,2024-11-04,R,California Baptist,83,1,Incarnate Word,78,-1,null,null
2025,2024-11-04,R,Grand Canyon,89,1,Cal State Fullerton,79,-1,null,null
2025,2024-11-04,R,Cincinnati,109,1,Arkansas-Pine Bluff,54,-1,null,null
2025,2024-11-04,R,Utah,100,1,Alcorn State,59,-1,null,null
2025,2024-11-04,R,Coastal Carolina,60,1,Western Michigan,56,-1,null,null
2025,2024-11-04,R,Col Charleston,90,0,Southern Illinois,80,0,null,"Sioux Falls, SD"
2025,2024-11-04,R,Abilene Christian,107,1,Howard Payne,74,-1,null,null
2025,2024-11-04,R,Northwestern State,96,1,Dallas Chr,55,-1,null,null
2025,2024-11-04,R,Marshall,90,1,Davis & Elkins,57,-1,null,null
2025,2024-11-04,R,Dayton,87,1,St. Francis (PA),57,-1,null,null
2025,2024-11-04,R,Bryant,105,1,Dean,63,-1,null,null
2025,2024-11-04,R,Stanford,85,1,Denver,62,-1,null,null
2025,2024-11-04,R,Oregon State,80,1,Utah Tech,57,-1,null,null
2025,2024-11-04,R,East Carolina,97,1,NC Wesleyan,70,-1,null,null
2025,2024-11-04,R,Texas State,64,1,Eastern Michigan,44,-1,null,null
2025,2024-11-04,R,Rhode Island,96,1,Fairfield,58,-1,null,null
2025,2024-11-04,R,Miami,113,1,Fairleigh Dickinson,72,-1,null,null
2025,2024-11-04,R,Florida,98,0,South Florida,83,0,null,"Jacksonville, FL"
2025,2024-11-04,R,St. John's,92,1,Fordham,60,-1,null,null
2025,2024-11-04,R,Miami (OH),77,-1,App State,63,1,null,null
2025,2024-11-04,R,George Mason,75,1,North Carolina Central,58,-1,null,null
2025,2024-11-04,R,Hampton,110,1,Mid-Atlantic Chr,53,-1,null,null
2025,2024-11-04,R,Kansas City,91,1,Hannibal-Lagr,68,-1,null,null
2025,2024-11-04,R,Northern Arizona,100,1,Park-Gilbert,49,-1,null,null
2025,2024-11-04,R,Harvard,79,1,Marist,66,-1,null,null
2025,2024-11-04,R,Wisconsin,85,1,Holy Cross,61,-1,null,null
2025,2024-11-04,R,Idaho,94,1,Northwest WA,60,-1,null,null
2025,2024-11-04,R,UT Martin,67,-1,Illinois State,65,1,null,null
2025,2024-11-04,R,Florida Atlantic,97,0,Indiana State,64,0,null,"Xenia, OH"
2025,2024-11-04,R,James Madison,88,1,Ohio,78,-1,null,null
2025,2024-11-04,R,UT Arlington,90,1,UNT Dallas,55,-1,null,null
2025,2024-11-04,R,Jacksonville State,112,1,LaGrange,48,-1,null,null
2025,2024-11-04,R,Columbia,81,-1,Loyola Maryland,78,1,null,null
2025,2024-11-04,R,Loyola Chicago,79,1,Chicago State,72,-1,null,null
2025,2024-11-04,R,Dartmouth,129,1,Oklahoma,47,-1,null,null
2025,2024-11-04,R,Vanderbilt,102,1,Maryland Eastern Shore,63,-1,null,null
2025,2024-11-04,R,Belmont,93,1,Maryville TN,70,-1,null,null
2025,2024-11-04,R,George Washington,76,1,Mercyhurst,59,-1,null,null
2025,2024-11-04,R,Memphis,83,1,Missouri,75,-1,null,null
2025,2024-11-04,R,Georgia State,71,1,Ball State,66,-1,null,null
2025,2024-11-04,R,Michigan State,81,1,Montana State,57,-1,null,null
2025,2024-11-04,R,UNC Wilmington,143,1,Mt Olive,91,-1,null,null
2025,2024-11-04,R,Mount St. Mary's,98,1,Oakland,62,-1,null,null
2025,2024-11-04,R,Omaha,85,1,Mid-Am Chr,69,-1,null,null
2025,2024-11-04,R,UNLV,93,1,Alabama State,79,-1,null,null
2025,2024-11-04,R,New Mexico State,93,1,NM Highlands,57,-1,null,null
2025,2024-11-04,R,East Tennessee State,72,1,Newberry,51,-1,null,null
2025,2024-11-04,R,North Dakota State,96,1,Jamestown,59,-1,null,null
2025,2024-11-04,R,Florida State,74,1,Northern Kentucky,62,-1,null,null
2025,2024-11-04,R,Oakland,75,1,Defiance,52,-1,null,null
2025,2024-11-04,R,Middle Tennessee,97,1,Oglethorpe,51,-1,null,null
2025,2024-11-04,R,Pennsylvania,58,-1,NJIT,57,1,null,null
2025,2024-11-04,R,Pittsburgh,96,1,Radford,56,-1,null,null
2025,2024-11-04,R,Washington State,100,1,Portland State,92,-1,null,null
2025,2024-11-04,R,Providence,59,1,Central Connecticut,55,-1,null,null
2025,2024-11-04,R,Yale,88,1,Quinnipiac,62,-1,null,null
2025,2024-11-04,R,UMass Lowell,115,1,Rivier,59,-1,null,null
2025,2024-11-04,R,Temple,81,1,Sacred Heart,70,-1,null,null
2025,2024-11-04,R,Santa Clara,85,0,Saint Louis,78,0,null,"Sioux Falls, SD"
2025,2024-11-04,R,St Mary's CA,76,1,Towson,69,-1,null,null
2025,2024-11-04,R,Penn State,108,1,Binghamton,66,-1,null,null
2025,2024-11-04,R,UC Santa Barbara,96,1,S Francisco St,47,-1,null,null
2025,2024-11-04,R,NC State,97,1,South Carolina Upstate,66,-1,null,null
2025,2024-11-04,R,SE Louisiana,91,1,Wm Carey,53,-1,null,null
2025,2024-11-04,R,South Dakota,93,1,Southern,79,-1,null,null
2025,2024-11-04,R,Stonehill,81,1,Framingham St,62,-1,null,null
2025,2024-11-04,R,UTEP,102,1,Sul Ross,55,-1,null,null
2025,2024-11-04,R,Purdue Fort Wayne,99,1,Bluffton,47,-1,null,null
2025,2024-11-04,R,Tennessee,80,1,Gardner-Webb,64,-1,null,null
2025,2024-11-04,R,Georgia,83,1,Tennessee Tech,78,-1,null,null
2025,2024-11-04,R,Ohio State,80,0,Texas,72,0,null,"Las Vegas, NV"
2025,2024-11-04,R,Northeastern,80,-1,Boston University,72,1,null,null
2025,2024-11-04,R,Troy,84,1,Toledo,74,-1,null,null
2025,2024-11-04,R,Austin Peay,95,1,Union TN,75,-1,null,null
2025,2024-11-04,R,Bradley,88,1,Southeast Missouri State,60,-1,null,null
2025,2024-11-04,R,Liberty,83,0,Valparaiso,63,0,null,"Xenia, OH"
2025,2024-11-04,R,Villanova,75,1,Lafayette,63,-1,null,null
2025,2024-11-04,R,VMI,103,1,Washington MD,54,-1,null,null
2025,2024-11-04,R,Western Carolina,100,1,Bob Jones,61,-1,null,null
2025,2024-11-04,R,Wichita State,91,-1,Western Kentucky,84,1,null,null
2025,2024-11-04,R,William & Mary,84,1,Dickinson,36,-1,null,null
2025,2024-11-04,R,Oklahoma State,89,1,Green Bay,76,-1,null,null
2025,2024-11-04,R,Wofford,112,1,Erskine,58,-1,null,null
2025,2024-11-04,R,Buffalo,83,-1,Old Dominion,82,1,null,null
2025,2024-11-04,R,Northern Colorado,75,1,Colorado Col,55,-1,null,null
2025,2024-11-04,R,California,86,1,Cal State Bakersfield,73,-1,null,null
2025,2024-11-04,R,Winthrop,125,1,Piedmont,65,-1,null,null
2025,2024-11-04,R,Alabama,110,1,UNC Asheville,54,-1,null,null
2025,2024-11-04,R,Massachusetts,103,1,New Hampshire,74,-1,null,null
2025,2024-11-04,R,UTSA,103,1,Trinity TX,77,-1,null,null
2025,2024-11-04,R,Northern Iowa,96,1,Dubuque,54,-1,null,null
2025,2024-11-04,R,WI Milwaukee,118,1,Lakeland,62,-1,null,null
2025,2024-11-04,R,Xavier,78,1,Texas Southern,69,-1,null,null
2025,2024-11-04,R,Seton Hall,57,1,Saint Peter's,53,-1,null,null
2025,2024-11-04,R,Marquette,102,1,Stony Brook,62,-1,null,null
2025,2024-11-04,R,DePaul,80,1,Southern Indiana,78,-1,1,null
2025,2024-11-04,R,Northwestern,90,1,Lehigh,46,-1,null,null
2025,2024-11-04,R,Iowa,89,1,East Texas A&M,67,-1,null,null
2025,2024-11-04,R,UCF,64,1,Texas A&M,61,-1,null,null
2025,2024-11-04,R,Ole Miss,90,1,Long Island University,60,-1,null,null
2025,2024-11-04,R,Mississippi State,95,1,West Georgia,60,-1,null,null
2025,2024-11-04,R,Kentucky,103,1,Wright State,62,-1,null,null
2025,2024-11-04,R,South Dakota State,80,0,McNeese,73,0,null,"Sioux Falls, SD"
2025,2024-11-04,R,St. Bonaventure,70,1,Cal State Northridge,56,-1,null,null
2025,2024-11-05,R,San Francisco,86,1,Cal Poly,78,-1,null,null
2025,2024-11-05,R,Rice,77,1,Florida International,70,-1,null,null
2025,2024-11-05,R,BYU,88,1,Central Arkansas,50,-1,null,null
2025,2024-11-05,R,Kansas State,89,1,New Orleans,65,-1,null,null
2025,2024-11-05,R,Kennesaw State,110,1,Toccoa Falls,61,-1,null,null
2025,2024-11-05,R,Sacramento State,106,1,Cal Maritime,44,-1,null,null
2025,2024-11-05,R,Colgate,95,1,SUNY Canton,62,-1,null,null
2025,2024-11-05,R,North Texas,80,1,Evansville,63,-1,null,null
2025,2024-11-05,R,Arizona State,55,1,Idaho State,48,-1,null,null
2025,2024-11-05,R,Texas Tech,94,1,Bethune-Cookman,61,-1,null,null
2025,2024-11-05,R,Washington,79,1,UC Davis,73,-1,null,null
2025,2024-11-06,R,App State,108,1,St Andrew's,54,-1,null,null
2025,2024-11-06,R,Texas Southern,100,1,Texas A&M-SA,66,-1,null,null
2025,2024-11-06,R,Presbyterian,120,1,Carolina Chr,45,-1,null,null
2025,2024-11-06,R,Cleveland State,91,1,Baldwin-Wallace,53,-1,null,null
2025,2024-11-06,R,Cal State Northridge,97,-1,Le Moyne,75,1,null,null
2025,2024-11-06,R,Maine,98,1,ME Ft Kent,47,-1,null,null
2025,2024-11-06,R,Pepperdine,77,1,Western Illinois,64,-1,null,null
2025,2024-11-06,R,Portland,83,1,Lewis & Clark,70,-1,null,null
2025,2024-11-06,R,Wright State,89,1,Ohio Chr,60,-1,null,null
2025,2024-11-06,R,San Diego State,63,1,UC San Diego,58,-1,null,null
2025,2024-11-06,R,New Hampshire,99,1,MA Boston,69,-1,null,null
2025,2024-11-06,R,South Dakota,91,1,East Texas A&M,83,-1,null,null
2025,2024-11-06,R,Arkansas-Pine Bluff,99,1,Champion Bap,57,-1,null,null
2025,2024-11-06,R,Arkansas,76,1,Lipscomb,60,-1,null,null
2025,2024-11-06,R,Indiana,80,1,SIU Edwardsville,61,-1,null,null
2025,2024-11-06,R,Rider,68,-1,San Diego,67,1,null,null
2025,2024-11-06,R,Virginia,65,1,Campbell,56,-1,null,null
2025,2024-11-06,R,Norfolk State,104,1,VA-Lynchburg,60,-1,null,null
2025,2024-11-06,R,Utah State,101,1,Alcorn State,46,-1,null,null
2025,2024-11-06,R,High Point,93,1,Coppin State,51,-1,null,null
2025,2024-11-06,R,Creighton,99,1,UT Rio Grande Valley,86,-1,null,null
2025,2024-11-06,R,Eastern Illinois,97,1,Earlham,61,-1,null,null
2025,2024-11-06,R,Eastern Washington,93,1,Seattle U,86,-1,null,null
2025,2024-11-06,R,Georgetown,85,1,Lehigh,77,-1,null,null
2025,2024-11-06,R,Mercyhurst,78,-1,Morgan State,73,1,null,null
2025,2024-11-06,R,Richmond,101,1,Mt Olive,68,-1,null,null
2025,2024-11-06,R,Boise State,87,1,Oakland,43,-1,null,null
2025,2024-11-06,R,Rutgers,75,1,Wagner,52,-1,null,null
2025,2024-11-06,R,UConn,92,1,Sacred Heart,56,-1,null,null
2025,2024-11-06,R,Morehead State,89,1,Boyce,48,-1,null,null
2025,2024-11-06,R,South Carolina Upstate,103,1,Piedmont,70,-1,null,null
2025,2024-11-06,R,Notre Dame,89,1,Stonehill,60,-1,null,null
2025,2024-11-06,R,Columbia,90,-1,Villanova,80,1,null,null
2025,2024-11-06,R,Georgia Tech,85,1,West Georgia,62,-1,null,null
2025,2024-11-06,R,Minnesota,80,1,Oral Roberts,57,-1,null,null
2025,2024-11-06,R,LSU,95,1,UL Monroe,60,-1,null,null
2025,2024-11-06,R,Auburn,94,1,Vermont,43,-1,null,null
2025,2024-11-07,R,McNeese,111,1,CBS-Houston,57,-1,null,null
2025,2024-11-07,R,The Citadel,86,1,Erskine,56,-1,null,null
2025,2024-11-07,R,Air Force,73,1,Jacksonville State,67,-1,null,null
2025,2024-11-07,R,Bucknell,75,-1,Southern Indiana,69,1,1,null
2025,2024-11-07,R,Stony Brook,73,-1,Central Michigan,72,1,null,null
2025,2024-11-07,R,Alabama A&M,121,1,Oakwood,78,-1,null,null
2025,2024-11-07,R,Western Michigan,86,1,Davenport,46,-1,null,null
2025,2024-11-07,R,UAB,98,1,Southern Miss,84,-1,null,null
2025,2024-11-07,R,Cal State Bakersfield,122,1,Bethesda,53,-1,null,null
2025,2024-11-07,R,Tennessee Tech,89,1,Bryan,74,-1,null,null
2025,2024-11-07,R,North Texas,80,1,Wayland,38,-1,null,null
2025,2024-11-07,R,Michigan State,96,1,Niagara,60,-1,null,null
2025,2024-11-07,R,North Florida,90,1,Charleston Southern,66,-1,null,null
2025,2024-11-07,R,SMU,102,1,Florida A&M,73,-1,null,null
2025,2024-11-07,R,Wake Forest,80,1,North Carolina A&T,64,-1,null,null
2025,2024-11-07,R,Omaha,79,-1,Stetson,76,1,null,null
2025,2024-11-07,R,North Alabama,94,1,Point,58,-1,null,null
2025,2024-11-07,R,Northern Illinois,105,1,Holy Cross IN,37,-1,null,null
2025,2024-11-07,R,UT Martin,114,1,Kentucky Chr,61,-1,null,null
2025,2024-11-07,R,Lindenwood,98,1,UHSP,30,-1,null,null
2025,2024-11-07,R,Mercer,125,1,VA-Lynchburg,54,-1,null,null
2025,2024-11-07,R,Utah,98,1,Central Arkansas,63,-1,null,null
2025,2024-11-07,R,Loyola Chicago,87,1,Detroit Mercy,65,-1,null,null
2025,2024-11-07,R,Fairleigh Dickinson,112,1,Purchase,72,-1,null,null
2025,2024-11-07,R,Florida,81,1,Jacksonville,60,-1,null,null
2025,2024-11-07,R,UC Davis,79,-1,Idaho,75,1,null,null
2025,2024-11-07,R,USC,75,1,Idaho State,69,-1,null,null
2025,2024-11-07,R,Illinois State,77,-1,North Dakota State,68,1,null,null
2025,2024-11-07,R,Indiana State,93,1,Eureka,48,-1,null,null
2025,2024-11-07,R,Pennsylvania,85,1,Maryland Eastern Shore,84,-1,null,null
2025,2024-11-07,R,Mississippi Valley State,66,1,MS Women,49,-1,null,null
2025,2024-11-07,R,Wisconsin,79,1,Montana St,67,-1,null,null
2025,2024-11-07,R,Portland State,131,1,Evergreen St,84,-1,null,null
2025,2024-11-07,R,Quinnipiac,71,1,Worcester Tech,47,-1,null,null
2025,2024-11-07,R,Delaware,81,1,Robert Morris,77,-1,null,null
2025,2024-11-07,R,St Mary's CA,86,1,Chattanooga,74,-1,null,null
2025,2024-11-07,R,Binghamton,82,1,SUNY Oneonta,63,-1,null,null
2025,2024-11-07,R,Iowa,89,1,Southern,74,-1,null,null
2025,2024-11-07,R,Louisiana,82,1,UT Dallas,65,-1,null,null
2025,2024-11-07,R,California,91,1,Cal Poly,73,-1,null,null
2025,2024-11-07,R,Northern Iowa,87,1,WI Milwaukee,68,-1,null,null
2025,2024-11-07,R,DePaul,92,1,Prairie View A&M,59,-1,null,null
2025,2024-11-08,R,Mississippi State,101,1,Georgia State,66,-1,null,null
2025,2024-11-08,R,Oregon State,76,1,Weber State,48,-1,null,null
2025,2024-11-08,R,NC State,81,1,Presbyterian,72,-1,null,null
2025,2024-11-08,R,Siena,90,-1,Bryant,88,1,1,null
2025,2024-11-08,R,TAM C. Christi,87,1,Dallas Chr,36,-1,null,null
2025,2024-11-08,R,Cornell,88,1,Samford,86,-1,null,null
2025,2024-11-08,R,Kent State,98,1,Miami-Hamilton,53,-1,null,null
2025,2024-11-08,R,UMass Lowell,81,1,Saint Peter's,74,-1,null,null
2025,2024-11-08,R,Texas State,102,1,McMurry,62,-1,null,null
2025,2024-11-08,R,South Alabama,70,-1,Nicholls St,64,1,null,null
2025,2024-11-08,R,Colorado State,87,1,Tennessee State,79,-1,1,null
2025,2024-11-08,R,Princeton,75,0,Duquesne,68,0,null,"Trenton, NJ"
2025,2024-11-08,R,Davidson,91,-1,Bowling Green,85,1,null,null
2025,2024-11-08,R,UC Irvine,66,-1,Loyola Marymount,51,1,null,null
2025,2024-11-08,R,Akron,88,1,Ohio Wesleyan,57,-1,null,null
2025,2024-11-08,R,Oregon,79,1,Montana,48,-1,null,null
2025,2024-11-08,R,Gardner-Webb,88,-1,North Carolina Central,82,1,null,null
2025,2024-11-08,R,Southern Illinois,86,1,Missouri S&T,64,-1,null,null
2025,2024-11-08,R,Oral Roberts,105,1,Ozark Chr,49,-1,null,null
2025,2024-11-08,R,Kansas City,124,1,Kansas Chr,36,-1,null,null
2025,2024-11-08,R,Hawaii,96,1,Life Pacific,61,-1,null,null
2025,2024-11-08,R,Temple,103,0,Montana State,74,0,null,"Trenton, NJ"
2025,2024-11-08,R,Northern Arizona,115,1,Nelson AIC,67,-1,null,null
2025,2024-11-08,R,BYU,86,1,UC Riverside,80,-1,null,null
2025,2024-11-08,R,Austin Peay,68,-1,Butler,66,1,null,null
2025,2024-11-08,R,Colorado,90,1,Northern Colorado,88,-1,2,null
2025,2024-11-08,R,Duke,100,1,Army,58,-1,null,null
2025,2024-11-08,R,Eastern Kentucky,82,-1,East Tennessee State,78,1,null,null
2025,2024-11-08,R,Hofstra,90,1,Iona,76,-1,null,null
2025,2024-11-08,R,Illinois,90,1,SIU Edwardsville,58,-1,null,null
2025,2024-11-08,R,Kansas,92,1,North Carolina,89,-1,null,null
2025,2024-11-08,R,Maryland,86,1,Mount St. Mary's,52,-1,null,null
2025,2024-11-08,R,New Mexico,72,0,UCLA,64,0,null,"Henderson, NV"
2025,2024-11-08,R,Purdue,72,1,Northern Kentucky,50,-1,null,null
2025,2024-11-08,R,Central Connecticut,73,-1,St Joseph's PA,67,1,null,null
2025,2024-11-08,R,South Dakota State,80,1,Long Beach State,79,-1,null,null
2025,2024-11-08,R,TCU,67,1,Florida Gulf Coast,51,-1,null,null
2025,2024-11-08,R,Virginia Tech,93,1,South Carolina Upstate,74,-1,null,null
2025,2024-11-08,R,West Virginia,75,1,Massachusetts,69,-1,null,null
2025,2024-11-08,R,VCU,80,0,Boston College,55,0,null,"Annapolis, MD"
2025,2024-11-08,R,Clemson,88,1,St. Francis (PA),62,-1,null,null
2025,2024-11-08,R,Queens NC,67,1,Western Carolina,54,-1,null,null
2025,2024-11-08,R,Eastern Michigan,83,1,Siena Hts,58,-1,null,null
2025,2024-11-08,R,Stanford,80,1,Cal State Fullerton,53,-1,null,null
2025,2024-11-08,R,Fresno State,64,1,Sacramento State,57,-1,null,null
2025,2024-11-08,R,Cincinnati,83,1,Morehead State,56,-1,null,null
2025,2024-11-08,R,Florida Atlantic,99,1,Coastal GA,49,-1,null,null
2025,2024-11-08,R,Col Charleston,86,1,South Florida,71,-1,null,null
2025,2024-11-08,R,Denver,97,1,Western St CO,80,-1,null,null
2025,2024-11-08,R,Marquette,82,1,George Mason,63,-1,null,null
2025,2024-11-08,R,Arizona State,81,0,Santa Clara,74,0,null,"Henderson, NV"
2025,2024-11-08,R,George Washington,82,1,Hampton,54,-1,null,null
2025,2024-11-08,R,Navy,85,1,Harvard,80,-1,null,null
2025,2024-11-08,R,Rhode Island,91,1,Holy Cross,77,-1,null,null
2025,2024-11-08,R,Alabama,88,1,Arkansas State,79,-1,null,null
2025,2024-11-08,R,Xavier,94,1,IU Indianapolis,80,-1,null,null
2025,2024-11-08,R,Missouri,77,1,Howard,62,-1,null,null
2025,2024-11-08,R,Ball State,87,1,Franklin,60,-1,null,null
2025,2024-11-08,R,Furman,76,-1,Belmont,74,1,null,null
2025,2024-11-08,R,Pacific,80,0,San Jose State,67,0,null,"Honolulu, HI"
2025,2024-11-08,R,Pittsburgh,83,1,Murray State,68,-1,null,null
2025,2024-11-08,R,Radford,89,1,William & Mary,77,-1,null,null
2025,2024-11-08,R,Buffalo,87,1,SUNY Fredonia,78,-1,null,null
2025,2024-11-08,R,Texas,90,1,Houston Christian,59,-1,null,null
2025,2024-11-08,R,San Diego,74,1,Boston University,60,-1,null,null
2025,2024-11-08,R,Towson,89,1,PSU Wilkes-Barre,34,-1,null,null
2025,2024-11-08,R,Tulane,80,1,UL Monroe,64,-1,null,null
2025,2024-11-08,R,UNC Wilmington,92,1,Georgia Southern,84,-1,null,null
2025,2024-11-08,R,Washington State,91,1,Bradley,74,-1,null,null
2025,2024-11-08,R,Valparaiso,111,1,Concordia MI,46,-1,null,null
2025,2024-11-08,R,Villanova,91,1,NJIT,54,-1,null,null
2025,2024-11-08,R,St. Thomas-Minnesota,90,-1,Green Bay,76,1,null,null
2025,2024-11-08,R,UIC,91,1,Yale,79,-1,null,null
2025,2024-11-08,R,Incarnate Word,97,1,SW Univ TX,53,-1,null,null
2025,2024-11-08,R,UCF,75,1,Purdue Fort Wayne,68,-1,null,null
2025,2024-11-08,R,Penn State,103,1,UMBC,54,-1,null,null
2025,2024-11-08,R,Texas A&M,87,1,East Texas A&M,55,-1,null,null
2025,2024-11-08,R,South Carolina,86,1,South Carolina State,64,-1,null,null
2025,2024-11-08,R,Ole Miss,66,1,Grambling,64,-1,null,null
2025,2024-11-08,R,Texas Tech,86,1,Northwestern State,65,-1,null,null
2025,2024-11-09,R,Longwood,84,1,Morgan State,66,-1,null,null
2025,2024-11-09,R,UAlbany,89,1,SUNY Oneonta,69,-1,null,null
2025,2024-11-09,R,Columbia,83,1,Delaware State,62,-1,null,null
2025,2024-11-09,R,Elon,103,1,Bluefield Univ,66,-1,null,null
2025,2024-11-09,R,Arizona,102,1,Old Dominion,44,-1,null,null
2025,2024-11-09,R,Norfolk State,83,1,James Madison,69,-1,null,null
2025,2024-11-09,R,Le Moyne,107,1,SUNY Poly,73,-1,null,null
2025,2024-11-09,R,UC San Diego,94,1,Pepperdine,76,-1,null,null
2025,2024-11-09,R,UC Santa Barbara,94,-1,Portland,53,1,null,null
2025,2024-11-09,R,Sam Houston,91,-1,Tarleton State,62,1,null,null
2025,2024-11-09,R,San Francisco,84,1,Boise State,73,-1,null,null
2025,2024-11-09,R,Southern Utah,80,1,Florida International,75,-1,null,null
2025,2024-11-09,R,Utah Valley,89,1,UTEP,60,-1,null,null
2025,2024-11-09,R,Merrimack,65,1,Vermont,51,-1,null,null
2025,2024-11-09,R,Youngstown State,80,-1,Chicago State,60,1,null,null
2025,2024-11-09,R,Long Island University,102,1,Pratt Inst,42,-1,null,null
2025,2024-11-09,R,Tulsa,103,1,Arkansas-Pine Bluff,80,-1,null,null
2025,2024-11-09,R,Louisiana Tech,92,-1,UT Arlington,77,1,null,null
2025,2024-11-09,R,Grand Canyon,74,1,Western Kentucky,72,-1,null,null
2025,2024-11-09,R,Baylor,72,0,Arkansas,67,0,null,"Dallas, TX"
2025,2024-11-09,R,California Baptist,88,1,Kennesaw State,84,-1,null,null
2025,2024-11-09,R,St. Bonaventure,87,-1,Canisius,78,1,null,null
2025,2024-11-09,R,Rider,64,-1,Coppin State,53,1,null,null
2025,2024-11-09,R,Auburn,74,0,Houston,69,0,null,"Houston, TX"
2025,2024-11-09,R,Kansas State,77,1,Cleveland State,64,-1,null,null
